typology_code,all_forms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
Oberaden 5,Oberaden 5,Ob. 5|Ob.5|Ober. 5|Ober.5,Coarse ware jar,ruwwandig aardewerk pot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Italian / South Gaulish (early Augustan),-15,1,certain,Loeschcke 1909; Albrecht 1942
Oberaden 52,Oberaden 52,Ob. 52|Ob.52|Ober. 52|Ober.52,pottery,aardewerk,Topf,pot,,jar,Italian / South Gaulish (early Augustan),-11,-7,certain,Loeschcke 1909; Albrecht 1942
Oberaden 6,Oberaden 6,Ob. 6|Ob.6|Ober. 6|Ober.6,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Italian / South Gaulish (early Augustan),-15,1,certain,Loeschcke 1909; Albrecht 1942
Oberaden 7,Oberaden 7,Ob. 7|Ob.7|Ober. 7|Ober.7,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan),-100,-20,certain,Loeschcke 1909; Albrecht 1942
Oberaden 74,Oberaden 74,Ob. 74|Ob.74|Ober. 74|Ober.74,pottery,aardewerk,Topf,pot,,jar,Italian / South Gaulish (early Augustan),-11,-7,certain,Loeschcke 1909; Albrecht 1942
Oberaden 8,Oberaden 8,Ob. 8|Ob.8|Ober. 8|Ober.8,Locally produced bowl,lokaal geproduceerd kom,Lokale Keramik Schüssel,Céramique locale bol,local ware,bowl,Italian / South Gaulish (early Augustan),-15,1,certain,Loeschcke 1909; Albrecht 1942
Oberaden 83,Oberaden 83,Ob. 83|Ob.83|Ober. 83|Ober.83,pottery,aardewerk,Topf,pot,,jar,Italian / South Gaulish (early Augustan),-11,-7,certain,Loeschcke 1909; Albrecht 1942
Oelmann 103,Oelmann 103,Oe. 103|Oe.103|Oelm. 103|Oelm.103,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 104,Oelmann 104,Oe. 104|Oe.104|Oelm. 104|Oelm.104,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland (Rhineland-Palatinate),100,300,certain,Oelmann 1914
Oelmann 105,Oelmann 105,Oe. 105|Oe.105|Oelm. 105|Oelm.105,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 106,Oelmann 106,Oe. 106|Oe.106|Oelm. 106|Oelm.106,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 107,Oelmann 107,Oe. 107|Oe.107|Oelm. 107|Oelm.107,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 110,Oelmann 110,Oe. 110|Oe.110|Oelm. 110|Oelm.110,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 111,Oelmann 111,Oe. 111|Oe.111|Oelm. 111|Oelm.111,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 112,Oelmann 112,Oe. 112|Oe.112|Oelm. 112|Oelm.112,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
Oelmann 113,Oelmann 113,Oe. 113|Oe.113|Oelm. 113|Oelm.113,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 114,Oelmann 114,Oe. 114|Oe.114|Oelm. 114|Oelm.114,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
Oelmann 119,Oelmann 119,Oe. 119|Oe.119|Oelm. 119|Oelm.119,Coarse ware lid,ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
Oelmann 120,Oelmann 120,Oe. 120|Oe.120|Oelm. 120|Oelm.120,Coarse ware lid,ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
Oelmann 120b,Oelmann 120b,Oe. 120b|Oe.120b|Oelm. 120b|Oelm.120b,Coarse ware bell-shaped lid,ruwwandig aardewerk klokvormig deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 16,Oelmann 16,Oe. 16|Oe.16|Oelm. 16|Oelm.16,Color-coated roughcast beaker,geverfd zandruw beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),70,270,certain,Oelmann 1914
Oelmann 17,Oelmann 17,Oe. 17|Oe.17|Oelm. 17|Oelm.17,Color-coated barbotine beaker,geverfd barbotine beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),150,270,certain,Oelmann 1914
Oelmann 18,Oelmann 18,Oe. 18|Oe.18|Oelm. 18|Oelm.18,Color-coated indented beaker,geverfd ingedeukd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),150,260,certain,Oelmann 1914
Oelmann 19,Oelmann 19,Oe. 19|Oe.19|Oelm. 19|Oelm.19,Color-coated small beaker,geverfd klein beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),150,260,certain,Oelmann 1914
Oelmann 20,Oelmann 20,Oe. 20|Oe.20|Oelm. 20|Oelm.20,Color-coated ovoid beaker,geverfd ovoïde beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),175,260,certain,Oelmann 1914
Oelmann 21,Oelmann 21,Oe. 21|Oe.21|Oelm. 21|Oelm.21,Color-coated roughcast beaker,geverfd zandruw beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),150,270,certain,Oelmann 1914
Oelmann 22,Oelmann 22,Oe. 22|Oe.22|Oelm. 22|Oelm.22,Color-coated barrel-shaped beaker,geverfd tonvormig beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),180,270,certain,Oelmann 1914
Oelmann 23,Oelmann 23,Oe. 23|Oe.23|Oelm. 23|Oelm.23,Color-coated ovoid beaker,geverfd ovoïde beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),175,270,certain,Oelmann 1914
Oelmann 24,Oelmann 24,Oe. 24|Oe.24|Oelm. 24|Oelm.24,Color-coated globular beaker,geverfd bolvormige beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),175,270,certain,Oelmann 1914
Oelmann 25,Oelmann 25,Oe. 25|Oe.25|Oelm. 25|Oelm.25,Color-coated beaker with overhanging rim,geverfd beker met overhangende rand,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),200,270,certain,Oelmann 1914
Oelmann 26,Oelmann 26,Oe. 26|Oe.26|Oelm. 26|Oelm.26,Color-coated carinated beaker,geverfd geknikt beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),175,270,certain,Oelmann 1914
Oelmann 27,Oelmann 27,Oe. 27|Oe.27|Oelm. 27|Oelm.27,Color-coated small cup,geverfd klein beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,cup,Rhineland (Rhineland-Palatinate),175,260,certain,Oelmann 1914
Oelmann 28,Oelmann 28,Oe. 28|Oe.28|Oelm. 28|Oelm.28,Color-coated handled cup,geverfd beker met oor,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,cup,Rhineland (Rhineland-Palatinate),150,270,certain,Oelmann 1914
Oelmann 29,Oelmann 29,Oe. 29|Oe.29|Oelm. 29|Oelm.29,Color-coated small flask,geverfd klein fles,Gefärbte Keramik Flasche,Céramique engobée flacon,color-coated ware,flask,Rhineland (Rhineland-Palatinate),150,260,certain,Oelmann 1914
Oelmann 30,Oelmann 30,Oe. 30|Oe.30|Oelm. 30|Oelm.30,Color-coated beaker,geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),130,300,certain,Oelmann 1914
Oelmann 31,Oelmann 31,Oe. 31|Oe.31|Oelm. 31|Oelm.31,Color-coated beaker,geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),140,300,certain,Oelmann 1914
Oelmann 32,Oelmann 32,Oe. 32|Oe.32|Oelm. 32|Oelm.32,Color-coated beaker,geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 33,Oelmann 33,Oe. 33|Oe.33|Oelm. 33|Oelm.33,Color-coated beaker,geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 44,Oelmann 44,Oe. 44|Oe.44|Oelm. 44|Oelm.44,Coarse ware storage jar,ruwwandig aardewerk voorraadpot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Rhineland (Rhineland-Palatinate),100,300,certain,Oelmann 1914
Oelmann 45,Oelmann 45,Oe. 45|Oe.45|Oelm. 45|Oelm.45,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland (Rhineland-Palatinate),150,270,certain,Oelmann 1914
Oelmann 50,Oelmann 50,Oe. 50|Oe.50|Oelm. 50|Oelm.50,Coarse ware lid,ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland (Rhineland-Palatinate),150,270,certain,Oelmann 1914
Oelmann 62,Oelmann 62,Oe. 62|Oe.62|Oelm. 62|Oelm.62,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland (Rhineland-Palatinate),100,300,certain,Oelmann 1914
Oelmann 63,Oelmann 63,Oe. 63|Oe.63|Oelm. 63|Oelm.63,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 64,Oelmann 64,Oe. 64|Oe.64|Oelm. 64|Oelm.64,Smooth-walled flask,gladwandig fles,Glatttonige Keramik Flasche,Céramique lissée flacon,smooth-walled ware,flask,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 70,Oelmann 70,Oe. 70|Oe.70|Oelm. 70|Oelm.70,Rhineland mortarium,Rijnlands mortarium,Rheinische Ware Reibschüssel,Céramique rhénane mortier,Rhineland ware,mortarium,Rhineland (Rhineland-Palatinate),100,270,certain,Oelmann 1914
Oelmann 71,Oelmann 71,Oe. 71|Oe.71|Oelm. 71|Oelm.71,Rhineland mortarium with bead rim,Rijnlands mortarium with bead rim,Rheinische Ware Reibschüssel,Céramique rhénane mortier,Rhineland ware,mortarium,Rhineland (Rhineland-Palatinate),100,270,certain,Oelmann 1914
Oelmann 72,Oelmann 72,Oe. 72|Oe.72|Oelm. 72|Oelm.72,Rhineland mortarium with hammer flange,Rijnlands mortarium with hammer flange,Rheinische Ware Reibschüssel,Céramique rhénane mortier,Rhineland ware,mortarium,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 73,Oelmann 73,Oe. 73|Oe.73|Oelm. 73|Oelm.73,Late Rhineland mortarium,laat-Rijnlands mortarium,Reibschüssel,mortier,,mortarium,Rhineland (Rhineland-Palatinate),225,350,certain,Oelmann 1914
Oelmann 76,Oelmann 76,Oe. 76|Oe.76|Oelm. 76|Oelm.76,Smooth-walled flask,gladwandig fles,Glatttonige Keramik Flasche,Céramique lissée flacon,smooth-walled ware,flask,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 82,Oelmann 82,Oe. 82|Oe.82|Oelm. 82|Oelm.82,Smooth-walled goblet bowl,gladwandig voetkom,Glatttonige Keramik Schüssel,Céramique lissée bol,smooth-walled ware,bowl,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 87,Oelmann 87,Oe. 87|Oe.87|Oelm. 87|Oelm.87,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
Oelmann 88,Oelmann 88,Oe. 88|Oe.88|Oelm. 88|Oelm.88,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
Oelmann 89,Oelmann 89,Oe. 89|Oe.89|Oelm. 89|Oelm.89,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 90,Oelmann 90,Oe. 90|Oe.90|Oelm. 90|Oelm.90,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
Oelmann 96,Oelmann 96,Oe. 96|Oe.96|Oelm. 96|Oelm.96,Coarse ware jug,ruwwandig aardewerk kruik,Rauwandige Keramik Krug,Céramique commune cruche,coarse ware,jug,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 97,Oelmann 97,Oe. 97|Oe.97|Oelm. 97|Oelm.97,Coarse ware jug,ruwwandig aardewerk kruik,Rauwandige Keramik Krug,Céramique commune cruche,coarse ware,jug,Rhineland (Rhineland-Palatinate),150,300,certain,Oelmann 1914
Oelmann 98,Oelmann 98,Oe. 98|Oe.98|Oelm. 98|Oelm.98,Coarse ware flagon,ruwwandig aardewerk kruik,Rauwandige Keramik Krug,Céramique commune flacon,coarse ware,flagon,Rhineland (Rhineland-Palatinate),150,280,certain,Oelmann 1914
Pascual 1,Pascual 1,Pasc. 1|Pasc.1,Tarraconensian wine amphora,Tarraconensisch wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Tarraconensis (NE Spain),-100,-20,certain,Pascual 1977
Pascual 2,Pascual 2,Pasc. 2|Pasc.2,Tarraconensian wine amphora,Tarraconensisch wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Tarraconensis (NE Spain),-75,25,certain,Pascual 1977
Peacock & Williams Class 1,Peacock & Williams Class 1,PW Class 1|PWClass 1|P&W Class 1|P&WClass 1|P.W. Class 1|P.W.Class 1,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,-130,10,certain,Peacock & Williams 1986
Peacock & Williams Class 10,Peacock & Williams Class 10,PW Class 10|PWClass 10|P&W Class 10|P&WClass 10|P.W. Class 10|P.W.Class 10,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,75,300,certain,Peacock & Williams 1986
Peacock & Williams Class 11,Peacock & Williams Class 11,PW Class 11|PWClass 11|P&W Class 11|P&WClass 11|P.W. Class 11|P.W.Class 11,Gallic amphora,Gallische amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,1,200,certain,Peacock & Williams 1986
Peacock & Williams Class 13,Peacock & Williams Class 13,PW Class 13|PWClass 13|P&W Class 13|P&WClass 13|P.W. Class 13|P.W.Class 13,North African olive oil amphora,Noord-Afrikaans olijfolieamfoor,Amphore,amphore,,amphora,varies by class,1,200,certain,Peacock & Williams 1986
Peacock & Williams Class 14,Peacock & Williams Class 14,PW Class 14|PWClass 14|P&W Class 14|P&WClass 14|P.W. Class 14|P.W.Class 14,North African amphora,Noord-Afrikaans amfoor,Amphore,amphore,,amphora,varies by class,150,350,certain,Peacock & Williams 1986
Peacock & Williams Class 15,Peacock & Williams Class 15,PW Class 15|PWClass 15|P&W Class 15|P&WClass 15|P.W. Class 15|P.W.Class 15,North African amphora,Noord-Afrikaans amfoor,Amphore,amphore,,amphora,varies by class,200,400,certain,Peacock & Williams 1986
Peacock & Williams Class 16,Peacock & Williams Class 16,PW Class 16|PWClass 16|P&W Class 16|P&WClass 16|P.W. Class 16|P.W.Class 16,Lusitanian fish products amphora,Lusitaanse visproducten-amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,1,200,certain,Peacock & Williams 1986
Peacock & Williams Class 17,Peacock & Williams Class 17,PW Class 17|PWClass 17|P&W Class 17|P&WClass 17|P.W. Class 17|P.W.Class 17,Late Roman Eastern Mediterranean amphora,laat-Romeins Oost-Mediterraans amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,300,650,certain,Peacock & Williams 1986
Peacock & Williams Class 18,Peacock & Williams Class 18,PW Class 18|PWClass 18|P&W Class 18|P&WClass 18|P.W. Class 18|P.W.Class 18,Late Roman Aegean wine amphora,laat-Romeins Egeïsche wijnamfoor,Spätrömische Keramik Amphore,Céramique du Bas-Empire amphore,late Roman ware,amphora,varies by class,350,650,certain,Peacock & Williams 1986
Peacock & Williams Class 19,Peacock & Williams Class 19,PW Class 19|PWClass 19|P&W Class 19|P&WClass 19|P.W. Class 19|P.W.Class 19,Late Roman Asia Minor amphora,laat-Romeins Klein-Aziatisch amfoor,Spätrömische Keramik Amphore,Céramique du Bas-Empire amphore,late Roman ware,amphora,varies by class,350,650,certain,Peacock & Williams 1986
Peacock & Williams Class 2,Peacock & Williams Class 2,PW Class 2|PWClass 2|P&W Class 2|P&WClass 2|P.W. Class 2|P.W.Class 2,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,-50,100,certain,Peacock & Williams 1986
Peacock & Williams Class 20,Peacock & Williams Class 20,PW Class 20|PWClass 20|P&W Class 20|P&WClass 20|P.W. Class 20|P.W.Class 20,Late Roman Palestinian wine amphora,laat-Romeins Palestijnse wijnamfoor,Spätrömische Keramik Amphore,Céramique du Bas-Empire amphore,late Roman ware,amphora,varies by class,400,650,certain,Peacock & Williams 1986
Peacock & Williams Class 21,Peacock & Williams Class 21,PW Class 21|PWClass 21|P&W Class 21|P&WClass 21|P.W. Class 21|P.W.Class 21,Late Roman Levantine amphora,laat-Romeins Levantijnse amfoor,Spätrömische Keramik Amphore,Céramique du Bas-Empire amphore,late Roman ware,amphora,varies by class,350,650,certain,Peacock & Williams 1986
Peacock & Williams Class 22,Peacock & Williams Class 22,PW Class 22|PWClass 22|P&W Class 22|P&WClass 22|P.W. Class 22|P.W.Class 22,Late Roman Egyptian amphora,laat-Romeins Egyptische amfoor,Spätrömische Keramik Amphore,Céramique du Bas-Empire amphore,late Roman ware,amphora,varies by class,300,700,certain,Peacock & Williams 1986
Peacock & Williams Class 3,Peacock & Williams Class 3,PW Class 3|PWClass 3|P&W Class 3|P&WClass 3|P.W. Class 3|P.W.Class 3,Adriatic wine amphora,Adriatische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,-50,50,certain,Peacock & Williams 1986
Peacock & Williams Class 4,Peacock & Williams Class 4,PW Class 4|PWClass 4|P&W Class 4|P&WClass 4|P.W. Class 4|P.W.Class 4,Tarraconensian wine amphora,Tarraconensisch wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,-50,50,certain,Peacock & Williams 1986
Peacock & Williams Class 5,Peacock & Williams Class 5,PW Class 5|PWClass 5|P&W Class 5|P&WClass 5|P.W. Class 5|P.W.Class 5,Baetica defrutum amphora,Baetica defrutum-amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,-50,100,certain,Peacock & Williams 1986
Peacock & Williams Class 6,Peacock & Williams Class 6,PW Class 6|PWClass 6|P&W Class 6|P&WClass 6|P.W. Class 6|P.W.Class 6,Baetica fish products amphora,Baetica visproducten-amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,-50,150,certain,Peacock & Williams 1986
Peacock & Williams Class 7,Peacock & Williams Class 7,PW Class 7|PWClass 7|P&W Class 7|P&WClass 7|P.W. Class 7|P.W.Class 7,Baetica olive oil amphora,Baetica olijfolieamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,1,280,certain,Peacock & Williams 1986
Peacock & Williams Class 8,Peacock & Williams Class 8,PW Class 8|PWClass 8|P&W Class 8|P&WClass 8|P.W. Class 8|P.W.Class 8,Spanish wine amphora,Spaanse wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,1,150,certain,Peacock & Williams 1986
Peacock & Williams Class 9,Peacock & Williams Class 9,PW Class 9|PWClass 9|P&W Class 9|P&WClass 9|P.W. Class 9|P.W.Class 9,Gallic wine amphora,Gallische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,varies by class,50,200,certain,Peacock & Williams 1986
Pelichet 46,Pelichet 46,,"amphora, thick-walled pottery","amfoor, dikwandig aardewerk",Amphore Amphore,Amphore amphore,amphora,amphora,,40,150,probable,
Pelichet 47,Pelichet 47,,"amphora, thick-walled pottery","amfoor, dikwandig aardewerk",Amphore Amphore,Amphore amphore,amphora,amphora,,40,150,probable,
Pirling 1,Pirling 1,Pirl. 1|Pirl.1|Gellep 1|Gellep1,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),200,350,certain,Pirling 1966
Pirling 10,Pirling 10,Pirl. 10|Pirl.10|Gellep 10|Gellep10,Globular pot,bolvormige pot,Handgemachte Keramik Topf,Céramique faite à la main pot,handmade ware,jar,Rhineland / Lower Rhine (Krefeld-Gellep),450,650,certain,Pirling 1966
Pirling 2,Pirling 2,Pirl. 2|Pirl.2|Gellep 2|Gellep2,Late Roman indented beaker,laat-Romeins ingedeukd beker,Spätrömische Keramik Becher,Céramique du Bas-Empire gobelet,late Roman ware,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),250,400,certain,Pirling 1966
Pirling 3,Pirling 3,Pirl. 3|Pirl.3|Gellep 3|Gellep3,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Lower Rhine (Krefeld-Gellep),250,450,certain,Pirling 1966
Pirling 4,Pirling 4,Pirl. 4|Pirl.4|Gellep 4|Gellep4,Late Roman flanged bowl,laat-Romeins geflensd kom,Spätrömische Keramik Schüssel,Céramique du Bas-Empire bol,late Roman ware,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),300,500,certain,Pirling 1966
Pirling 5,Pirling 5,Pirl. 5|Pirl.5|Gellep 5|Gellep5,Late Roman jug,laat-Romeins kruik,Spätrömische Keramik Krug,Céramique du Bas-Empire cruche,late Roman ware,jug,Rhineland / Lower Rhine (Krefeld-Gellep),250,450,certain,Pirling 1966
Pirling 6,Pirling 6,Pirl. 6|Pirl.6|Gellep 6|Gellep6,Late Roman storage jar,laat-Romeins voorraadpot,Spätrömische Keramik Topf,Céramique du Bas-Empire pot,late Roman ware,jar,Rhineland / Lower Rhine (Krefeld-Gellep),250,450,certain,Pirling 1966
Pirling 7,Pirling 7,Pirl. 7|Pirl.7|Gellep 7|Gellep7,Late Roman bowl,laat-Romeins kom,Spätrömische Keramik Schüssel,Céramique du Bas-Empire bol,late Roman ware,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),250,450,certain,Pirling 1966
Pirling 8,Pirling 8,Pirl. 8|Pirl.8|Gellep 8|Gellep8,Late Roman biconical beaker,laat-Romeins biconische beker,Spätrömische Keramik Becher,Céramique du Bas-Empire gobelet,late Roman ware,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),350,500,certain,Pirling 1966
Pirling 9,Pirling 9,Pirl. 9|Pirl.9|Gellep 9|Gellep9,Late Roman handled jar,laat-Romeins pot met oor,Spätrömische Keramik Topf,Céramique du Bas-Empire pot,late Roman ware,jar,Rhineland / Lower Rhine (Krefeld-Gellep),350,550,certain,Pirling 1966
Pompeii 38,Pompeii 38,Pomp. 38|Pomp.38,Knidian wine amphora,Knidische wijnamfoor,Knidische Weinamphore,amphore vinaire cnidienne,amphora,amphora,Knidos (Asia Minor),-50,100,approximate,Panella 1986
Pompejaans-rood,Pompejaans-rood,,Pompeian red ware,Pompejaans rood aardewerk,Pompejanisch-rote Ware,Céramique rouge pompéienne,fine ware,plate,Italian / Campanian,-50,100,certain,Bats 1988
Pélichet 46,Pélichet 46,Pél. 46|Pél.46|Pel. 46|Pel.46,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies (Italian, Gallic)",-100,50,probable,Pélichet 1946
Pélichet 47,Pélichet 47,Pél. 47|Pél.47|Pel. 47|Pel.47,Gaulish wine amphora,Gallische wijnamfoor,Amphore,amphore,,amphora,"varies (Italian, Gallic)",50,300,probable,Pélichet 1946
Pélichet 48,Pélichet 48,Pél. 48|Pél.48|Pel. 48|Pel.48,Regional wine amphora,regionaal wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies (Italian, Gallic)",50,250,probable,Pélichet 1946
Rigoir,Rigoir,Rig.,Rigoir 1,Rigoir 1,,,,,South Gaul (Narbonnaise) — Dérivée-des-sigillées paléochrétiennes,350,550,probable,Rigoir 1968
Ritterling 1,Ritterling 1,Ritt. 1|Ritt.1|Ritter. 1|Ritter.1,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,South Gaulish / Italian (early imports),-15,40,certain,Ritterling 1912
Ritterling 12,Ritterling 12,Ritt. 12|Ritt.12|Ritter. 12|Ritter.12,Terra sigillata deep bowl,Terra sigillata diepe kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,South Gaulish / Italian (early imports),-10,50,certain,Ritterling 1912
Ritterling 13,Ritterling 13,Ritt. 13|Ritt.13|Ritter. 13|Ritter.13,Terra sigillata inkwell,Terra sigillata inktpot,Terra Sigillata Tintenfass,Sigillée encrier,terra sigillata,inkwell,South Gaulish / Italian (early imports),-10,50,certain,Ritterling 1912
