id,typology_code,synonyms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
817,Ritterling 1,,Ritt. 1|Ritt.1|Ritter. 1|Ritter.1,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,South Gaulish / Italian (early imports),-15,40,certain,Ritterling 1912
818,Ritterling 12,,Ritt. 12|Ritt.12|Ritter. 12|Ritter.12,Terra sigillata deep bowl,Terra sigillata diepe kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,South Gaulish / Italian (early imports),-10,50,certain,Ritterling 1912
819,Ritterling 13,,Ritt. 13|Ritt.13|Ritter. 13|Ritter.13,Terra sigillata inkwell,Terra sigillata inktpot,Terra Sigillata Tintenfass,Sigillée encrier,terra sigillata,inkwell,South Gaulish / Italian (early imports),-10,50,certain,Ritterling 1912
820,Ritterling 14,,Ritt. 14|Ritt.14|Ritter. 14|Ritter.14,Terra sigillata flanged bowl,Terra sigillata geflensd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,South Gaulish / Italian (early imports),10,70,certain,Ritterling 1912
821,Ritterling 2,,Ritt. 2|Ritt.2|Ritter. 2|Ritter.2,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,South Gaulish / Italian (early imports),-10,30,certain,Ritterling 1912
822,Ritterling 5,,Ritt. 5|Ritt.5|Ritter. 5|Ritter.5,Terra sigillata hemispherical cup,Terra sigillata halfbolvormige beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,South Gaulish / Italian (early imports),10,70,certain,Ritterling 1912
823,Ritterling 8,,Ritt. 8|Ritt.8|Ritter. 8|Ritter.8,Terra sigillata carinated cup,Terra sigillata geknikt beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,South Gaulish / Italian (early imports),-5,60,certain,Ritterling 1912
824,Ritterling 9,,Ritt. 9|Ritt.9|Ritter. 9|Ritter.9,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,South Gaulish / Italian (early imports),15,60,certain,Ritterling 1912
825,Stuart 1,,St. 1|St.1|Stu. 1|Stu.1,Coated ware beaker,geslibd aardewerk beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Low Countries regional,40,110,certain,Stuart 1977
826,Stuart 10,,St. 10|St.10|Stu. 10|Stu.10,Coated ware plate,geslibd aardewerk bord,Gefärbte Keramik Teller,Céramique engobée assiette,color-coated ware,plate,Rhineland / Low Countries regional,-10,150,certain,Stuart 1977
827,Stuart 106/108,,St. 106/108|St.106/108|Stu. 106/108|Stu.106/108,Smooth-walled ring-neck flagon,gladwandig ringhals kruik,Glatttonige Keramik Krug,Céramique lissée flacon,smooth-walled ware,flagon,Rhineland / Low Countries regional,40,260,certain,Stuart 1977
828,Stuart 107,Gose 384|Gose 5|Hofheim 5,St. 107|St.107|Stu. 107|Stu.107,Smooth-walled one-handled jug,gladwandig éénhandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,-10,150,certain,Stuart 1977
829,Stuart 109,,St. 109|St.109|Stu. 109|Stu.109,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
830,Stuart 110A,Brunsting 5a,St. 110A|St.110A|Stu. 110A|Stu.110A,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
831,Stuart 110B,Brunsting 5b,St. 110B|St.110B|Stu. 110B|Stu.110B,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
832,Stuart 111,Brunsting 4|Brunsting 6|Niederbieber 62|Stuart 4,St. 111|St.111|Stu. 111|Stu.111,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,100,300,certain,Stuart 1977
833,Stuart 129,,St. 129|St.129|Stu. 129|Stu.129,Smooth-walled small jug,gladwandig klein kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
834,Stuart 130,Brunsting 21|Brunsting 24,St. 130|St.130|Stu. 130|Stu.130,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,100,260,certain,Stuart 1977
835,Stuart 131,Brunsting 23,St. 131|St.131|Stu. 131|Stu.131,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,120,300,certain,Stuart 1977
836,Stuart 132,,St. 132|St.132|Stu. 132|Stu.132,Stand amphora,standamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Rhineland / Low Countries regional,100,300,certain,Stuart 1977
837,Stuart 145,Brunsting 27|Niederbieber 82,St. 145|St.145|Stu. 145|Stu.145,Smooth-walled goblet bowl,gladwandig voetkom,Glatttonige Keramik Schüssel,Céramique lissée bol,smooth-walled ware,bowl,Rhineland / Low Countries regional,150,300,certain,Stuart 1977
838,Stuart 146,,St. 146|St.146|Stu. 146|Stu.146,Smooth-walled honey pot,gladwandig honingpot,Glatttonige Keramik Topf,Céramique lissée pot,smooth-walled ware,jar,Rhineland / Low Countries regional,100,300,certain,Stuart 1977
839,Stuart 148,Brunsting 37,St. 148|St.148|Stu. 148|Stu.148,Mortarium,mortarium,Reibschüssel Reibschüssel,Mortier mortier,mortarium,mortarium,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
840,Stuart 149,Brunsting 36,St. 149|St.149|Stu. 149|Stu.149,Mortarium,mortarium,Reibschüssel Reibschüssel,Mortier mortier,mortarium,mortarium,Rhineland / Low Countries regional,40,260,certain,Stuart 1977
841,Stuart 15,,St. 15|St.15|Stu. 15|Stu.15,Coated ware plate,geslibd aardewerk bord,Gefärbte Keramik Teller,Céramique engobée assiette,color-coated ware,plate,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
842,Stuart 151,,St. 151|St.151|Stu. 151|Stu.151,Smooth-walled beaker,gladwandig beker,Glatttonige Keramik Becher,Céramique lissée gobelet,smooth-walled ware,beaker,Rhineland / Low Countries regional,100,260,certain,Stuart 1977
843,Stuart 16,Gose 22|Gose 232|Hofheim 22,St. 16|St.16|Stu. 16|Stu.16,Coated ware cup,geslibd aardewerk beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,cup,Rhineland / Low Countries regional,40,100,certain,Stuart 1977
844,Stuart 1B,,St. 1B|St.1B|Stu. 1B|Stu.1B,Coated ware roughcast beaker,geslibd aardewerk zandruw beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
845,Stuart 2,,St. 2|St.2|Stu. 2|Stu.2,Coated ware beaker,geslibd aardewerk beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
846,Stuart 201,,St. 201|St.201|Stu. 201|Stu.201,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Low Countries regional,40,200,certain,Stuart 1977
847,Stuart 202,Brunsting 2,St. 202|St.202|Stu. 202|Stu.202,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Low Countries regional,40,200,certain,Stuart 1977
848,Stuart 204B,,St. 204B|St.204B|Stu. 204B|Stu.204B,Coarse ware beaker,ruwwandig aardewerk beker,Rauwandige Keramik Becher,Céramique commune gobelet,coarse ware,beaker,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
849,Stuart 210,Brunsting 5,St. 210|St.210|Stu. 210|Stu.210,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Low Countries regional,70,260,certain,Stuart 1977
850,Stuart 211,Brunsting 9|Niederbieber 104,St. 211|St.211|Stu. 211|Stu.211,Coarse ware bowl,,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Low Countries regional,100,300,certain,Stuart 1977
851,Stuart 213,,St. 213|St.213|Stu. 213|Stu.213,Coarse ware handled pot,ruwwandig aardewerk pot met oor,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Rhineland / Low Countries regional,100,300,certain,Stuart 1977
852,Stuart 214B,Niederbieber 97,St. 214B|St.214B|Stu. 214B|Stu.214B,Coarse ware jug,ruwwandig aardewerk kruik,Rauwandige Keramik Krug,Céramique commune cruche,coarse ware,jug,Rhineland / Low Countries regional,150,300,certain,Stuart 1977
853,Stuart 215,,St. 215|St.215|Stu. 215|Stu.215,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
854,Stuart 216,,St. 216|St.216|Stu. 216|Stu.216,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Low Countries regional,100,260,certain,Stuart 1977
855,Stuart 217,,St. 217|St.217|Stu. 217|Stu.217,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Low Countries regional,100,260,certain,Stuart 1977
856,Stuart 218,,St. 218|St.218|Stu. 218|Stu.218,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Low Countries regional,150,300,certain,Stuart 1977
857,Stuart 219,,St. 219|St.219|Stu. 219|Stu.219,Coarse ware lid,ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
858,Stuart 4,Brunsting 4|Brunsting 6|Niederbieber 62|Stuart 111,St. 4|St.4|Stu. 4|Stu.4,Coated ware beaker,geslibd aardewerk beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Low Countries regional,150,300,certain,Stuart 1977
859,Trier 1,,Trier 1|Trier1,Trier Spruchbecher (motto cup),Trier Spruchbecher,Trierer Ware Becher,Céramique de Trèves gobelet,Trier ware,cup,Rhineland (Trier / Augusta Treverorum),220,350,certain,Hussong & Cüppers 1972
860,Trier 2,,Trier 2|Trier2,Trier Schüssel (carinated bowl),Trier schaal,Trierer Ware Schüssel,Céramique de Trèves bol,Trier ware,bowl,Rhineland (Trier / Augusta Treverorum),250,420,certain,Hussong & Cüppers 1972
861,Trier 3,,Trier 3|Trier3,Trier painted ware vessel,Trier beschilderd aardewerk,Trierer Ware,Céramique de Trèves,Trier ware,,Rhineland (Trier / Augusta Treverorum),300,420,certain,Hussong & Cüppers 1972
862,Trier 4,,Trier 4|Trier4,Trier Kochtopf (cooking pot),Trier kookpot,Trierer Ware Kochtopf,Céramique de Trèves pot culinaire,Trier ware,cooking pot,Rhineland (Trier / Augusta Treverorum),250,420,certain,Hussong & Cüppers 1972
863,Trier 5,,Trier 5|Trier5,Trier Krug (jug),Trier kruik,Trierer Ware Krug,Céramique de Trèves cruche,Trier ware,jug,Rhineland (Trier / Augusta Treverorum),250,420,certain,Hussong & Cüppers 1972
864,Trier 6,,Trier 6|Trier6,Trier Mortarium,Trier mortarium,Trierer Ware Reibschüssel,Céramique de Trèves mortier,Trier ware,mortarium,Rhineland (Trier / Augusta Treverorum),200,400,certain,Hussong & Cüppers 1972
865,Trier 7,,Trier 7|Trier7,Trier Becher (beaker),Trier beker,Trierer Ware Becher,Céramique de Trèves gobelet,Trier ware,beaker,Rhineland (Trier / Augusta Treverorum),250,420,certain,Hussong & Cüppers 1972
866,Trier 8,,Trier 8|Trier8,Trier Teller (plate),Trier bord,Trierer Ware Teller,Céramique de Trèves assiette,Trier ware,plate,Rhineland (Trier / Augusta Treverorum),250,420,certain,Hussong & Cüppers 1972
867,Van Ossel 1,,VO 1|VO1,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,NE Gaul / Rhineland,270,400,certain,Van Ossel 1992
868,Van Ossel 10,,VO 10|VO10,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,NE Gaul / Rhineland,300,430,certain,Van Ossel 1992
869,Van Ossel 11,,VO 11|VO11,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,NE Gaul / Rhineland,300,430,certain,Van Ossel 1992
870,Van Ossel 12,,VO 12|VO12,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,NE Gaul / Rhineland,300,430,certain,Van Ossel 1992
871,Van Ossel 13,,VO 13|VO13,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,NE Gaul / Rhineland,270,450,certain,Van Ossel 1992
872,Van Ossel 14,,VO 14|VO14,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
873,Van Ossel 15,,VO 15|VO15,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,NE Gaul / Rhineland,300,500,certain,Van Ossel 1992
874,Van Ossel 16,,VO 16|VO16,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,NE Gaul / Rhineland,350,500,certain,Van Ossel 1992
875,Van Ossel 17,,VO 17|VO17,Late Roman coarse ware bowl,laat-Romeins ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
876,Van Ossel 18,,VO 18|VO18,Late Roman coarse ware bowl,laat-Romeins ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
877,Van Ossel 19,,VO 19|VO19,Late Roman coarse ware bowl,laat-Romeins ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
878,Van Ossel 2,,VO 2|VO2,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,NE Gaul / Rhineland,270,400,certain,Van Ossel 1992
879,Van Ossel 20,,VO 20|VO20,Late Roman coarse ware bowl,laat-Romeins ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,NE Gaul / Rhineland,350,500,certain,Van Ossel 1992
880,Van Ossel 21,,VO 21|VO21,Late Roman coarse ware plate,laat-Romeins ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
881,Van Ossel 22,,VO 22|VO22,Late Roman coarse ware plate,laat-Romeins ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
882,Van Ossel 23,,VO 23|VO23,Late Roman coarse ware plate,laat-Romeins ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,NE Gaul / Rhineland,350,500,certain,Van Ossel 1992
883,Van Ossel 24,,VO 24|VO24,Late Roman storage jar,laat-Romeins voorraadpot,Spätrömische Keramik Topf,Céramique du Bas-Empire pot,late Roman ware,jar,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
884,Van Ossel 25,,VO 25|VO25,Late Roman storage jar,laat-Romeins voorraadpot,Spätrömische Keramik Topf,Céramique du Bas-Empire pot,late Roman ware,jar,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
885,Van Ossel 26,,VO 26|VO26,Late Roman storage jar,laat-Romeins voorraadpot,Spätrömische Keramik Topf,Céramique du Bas-Empire pot,late Roman ware,jar,NE Gaul / Rhineland,300,500,certain,Van Ossel 1992
886,Van Ossel 27,,VO 27|VO27,Late Roman dolium,laat-Romeins dolium,Spätrömische Keramik,Céramique du Bas-Empire,late Roman ware,,NE Gaul / Rhineland,270,450,certain,Van Ossel 1992
887,Van Ossel 28,,VO 28|VO28,Late Roman coarse ware jug,laat-Romeins ruwwandig aardewerk kruik,Rauwandige Keramik Krug,Céramique commune cruche,coarse ware,jug,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
888,Van Ossel 29,,VO 29|VO29,Late Roman coarse ware flagon,laat-Romeins ruwwandig aardewerk kruik,Rauwandige Keramik Krug,Céramique commune flacon,coarse ware,flagon,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
889,Van Ossel 3,,VO 3|VO3,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,NE Gaul / Rhineland,300,420,certain,Van Ossel 1992
890,Van Ossel 30,,VO 30|VO30,Late Roman mortarium,laat-Romeins mortarium,Spätrömische Keramik Reibschüssel,Céramique du Bas-Empire mortier,late Roman ware,mortarium,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
891,Van Ossel 31,,VO 31|VO31,Late Roman mortarium,laat-Romeins mortarium,Spätrömische Keramik Reibschüssel,Céramique du Bas-Empire mortier,late Roman ware,mortarium,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
892,Van Ossel 32,,VO 32|VO32,Late Roman coarse ware lid,laat-Romeins ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
893,Van Ossel 33,,VO 33|VO33,Late Roman coarse ware lid,laat-Romeins ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,NE Gaul / Rhineland,300,500,certain,Van Ossel 1992
894,Van Ossel 34,,VO 34|VO34,Handmade late Roman cooking pot,handgevormd laat-Romeins kookpot,Handgemachte Keramik Kochtopf,Céramique faite à la main pot culinaire,handmade ware,cooking pot,NE Gaul / Rhineland,270,500,certain,Van Ossel 1992
895,Van Ossel 35,,VO 35|VO35,Handmade late Roman storage jar,handgevormd laat-Romeins voorraadpot,Handgemachte Keramik Topf,Céramique faite à la main pot,handmade ware,jar,NE Gaul / Rhineland,270,500,certain,Van Ossel 1992
896,Van Ossel 36,,VO 36|VO36,Handmade late Roman bowl,handgevormd laat-Romeins kom,Handgemachte Keramik Schüssel,Céramique faite à la main bol,handmade ware,bowl,NE Gaul / Rhineland,270,500,certain,Van Ossel 1992
897,Van Ossel 37,,VO 37|VO37,Handmade late Roman plate,handgevormd laat-Romeins bord,Handgemachte Keramik Teller,Céramique faite à la main assiette,handmade ware,plate,NE Gaul / Rhineland,300,500,certain,Van Ossel 1992
898,Van Ossel 38,,VO 38|VO38,Late Roman African amphora,laat-Romeins Afrikaanse amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,NE Gaul / Rhineland,300,500,certain,Van Ossel 1992
899,Van Ossel 39,,VO 39|VO39,Late Roman Eastern Mediterranean amphora,laat-Romeins Oost-Mediterraans amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,NE Gaul / Rhineland,300,500,certain,Van Ossel 1992
900,Van Ossel 4,,VO 4|VO4,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,NE Gaul / Rhineland,300,420,certain,Van Ossel 1992
901,Van Ossel 40,,VO 40|VO40,Late Roman Gallic amphora,laat-Romeins Gallische amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,NE Gaul / Rhineland,270,450,certain,Van Ossel 1992
902,Van Ossel 5,,VO 5|VO5,Late Roman color-coated cup,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,cup,NE Gaul / Rhineland,270,380,certain,Van Ossel 1992
903,Van Ossel 6,,VO 6|VO6,Late Roman color-coated cup,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,cup,NE Gaul / Rhineland,300,420,certain,Van Ossel 1992
904,Van Ossel 7,,VO 7|VO7,Late Roman color-coated bowl,laat-Romeins geverfd kom,Gefärbte Keramik Schüssel,Céramique engobée bol,color-coated ware,bowl,NE Gaul / Rhineland,300,420,certain,Van Ossel 1992
905,Van Ossel 8,,VO 8|VO8,Late Roman color-coated plate,laat-Romeins geverfd bord,Gefärbte Keramik Teller,Céramique engobée assiette,color-coated ware,plate,NE Gaul / Rhineland,300,420,certain,Van Ossel 1992
906,Van Ossel 9,,VO 9|VO9,Late Roman color-coated flagon,laat-Romeins geverfd kruik,Gefärbte Keramik Krug,Céramique engobée flacon,color-coated ware,flagon,NE Gaul / Rhineland,270,400,certain,Van Ossel 1992
907,Van den Broeke 11a,,VdB 11a|VdB11a|VDB 11a|VDB11a,Carinated jar,geknikt pot,Topf,pot,,jar,Local — Netherlands / Belgium (Iron Age to early Roman),-500,70,approximate,Van den Broeke 1987
908,Van den Broeke 11b,,VdB 11b|VdB11b|VDB 11b|VDB11b,Carinated jar variant,geknikt pot variant,Topf,pot,,jar,Local — Netherlands / Belgium (Iron Age to early Roman),-500,70,approximate,Van den Broeke 1987
909,Van den Broeke 13,,VdB 13|VdB13|VDB 13|VDB13,Wide-mouthed jar,wijdmondige pot,Topf,pot,,jar,Local — Netherlands / Belgium (Iron Age to early Roman),-300,100,approximate,Van den Broeke 1987
910,Van den Broeke 22,,VdB 22|VdB22|VDB 22|VDB22,Angular jar,hoekige pot,Topf,pot,,jar,Local — Netherlands / Belgium (Iron Age to early Roman),-500,70,approximate,Van den Broeke 1987
911,Van den Broeke 23,,VdB 23|VdB23|VDB 23|VDB23,Ovoid jar,ovoïde pot,Topf,pot,,jar,Local — Netherlands / Belgium (Iron Age to early Roman),-300,150,approximate,Van den Broeke 1987
912,Van den Broeke 44,,VdB 44|VdB44|VDB 44|VDB44,Jar form,potvorm,Topf,pot,,jar,Local — Netherlands / Belgium (Iron Age to early Roman),-200,150,approximate,Van den Broeke 1987
913,Van den Broeke 52,,VdB 52|VdB52|VDB 52|VDB52,Biconical storage vessel,biconische voorraadvat,Vorratsgefäß,récipient de stockage,,storage vessel,Local — Netherlands / Belgium (Iron Age to early Roman),-700,-200,approximate,Van den Broeke 1987
914,Van den Broeke 55,,VdB 55|VdB55|VDB 55|VDB55,Storage jar,voorraadpot,Topf,pot,,jar,Local — Netherlands / Belgium (Iron Age to early Roman),-300,100,approximate,Van den Broeke 1987
915,Van den Broeke 5a,,VdB 5a|VdB5a|VDB 5a|VDB5a,Biconical jar,biconische pot,Topf,pot,,jar,Local — Netherlands / Belgium (Iron Age to early Roman),-700,-250,approximate,Van den Broeke 1987
916,Van den Broeke 5b,,VdB 5b|VdB5b|VDB 5b|VDB5b,Biconical jar variant,biconische pot variant,Topf,pot,,jar,Local — Netherlands / Belgium (Iron Age to early Roman),-700,-250,approximate,Van den Broeke 1987
917,Van den Broeke 71,,VdB 71|VdB71|VDB 71|VDB71,Storage vessel,voorraadvat,Vorratsgefäß,récipient de stockage,,storage vessel,Local — Netherlands / Belgium (Iron Age to early Roman),-300,100,approximate,Van den Broeke 1987
918,Van den Broeke 77,,VdB 77|VdB77|VDB 77|VDB77,Large storage jar,groot voorraadpot,Topf,pot,,jar,Local — Netherlands / Belgium (Iron Age to early Roman),-300,50,approximate,Van den Broeke 1987
919,Vanvinckenroye 1,,Vanv. 1|Vanv.1|VV 1|VV1,Tongeren Belgic ware plate,Tongerse Belgisch aardewerk bord,Belgische Ware Teller,Céramique belge assiette,belgic ware,plate,Rhineland / Tongeren region (Belgium),-25,30,certain,Vanvinckenroye 1991
920,Vanvinckenroye 105,,Vanv. 105|Vanv.105|VV 105|VV105,Tongeren smooth-walled jug,Tongerse gladwandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Tongeren region (Belgium),70,200,certain,Vanvinckenroye 1991
921,Vanvinckenroye 12,,Vanv. 12|Vanv.12|VV 12|VV12,Tongeren fine ware cup,Tongerse fijnwandig aardewerk beker,Feinkeramik Becher,Céramique fine gobelet,fine ware,cup,Rhineland / Tongeren region (Belgium),-10,70,certain,Vanvinckenroye 1991
922,Vanvinckenroye 140,,Vanv. 140|Vanv.140|VV 140|VV140,Tongeren smooth-walled jug,Tongerse gladwandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Tongeren region (Belgium),70,200,certain,Vanvinckenroye 1991
923,Vanvinckenroye 155,,Vanv. 155|Vanv.155|VV 155|VV155,Tongeren smooth-walled jug,Tongerse gladwandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Tongeren region (Belgium),100,250,certain,Vanvinckenroye 1991
924,Vanvinckenroye 195,,Vanv. 195|Vanv.195|VV 195|VV195,Tongeren coarse ware cooking pot,Tongerse ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Tongeren region (Belgium),100,250,certain,Vanvinckenroye 1991
925,Vanvinckenroye 2,,Vanv. 2|Vanv.2|VV 2|VV2,Tongeren Belgic ware cup,Tongerse Belgisch aardewerk beker,Belgische Ware Becher,Céramique belge gobelet,belgic ware,cup,Rhineland / Tongeren region (Belgium),-25,30,certain,Vanvinckenroye 1991
926,Vanvinckenroye 200,,Vanv. 200|Vanv.200|VV 200|VV200,Tongeren coarse ware cooking pot,Tongerse ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Tongeren region (Belgium),100,250,certain,Vanvinckenroye 1991
927,Vanvinckenroye 250,,Vanv. 250|Vanv.250|VV 250|VV250,Tongeren coarse ware bowl,Tongerse ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Tongeren region (Belgium),150,300,certain,Vanvinckenroye 1991
928,Vanvinckenroye 280,,Vanv. 280|Vanv.280|VV 280|VV280,Tongeren coarse ware plate,Tongerse ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Tongeren region (Belgium),150,300,certain,Vanvinckenroye 1991
929,Vanvinckenroye 391,,Vanv. 391|Vanv.391|VV 391|VV391,Tongeren late Roman beaker,Tongerse laat-Romeins beker,Spätrömische Keramik Becher,Céramique du Bas-Empire gobelet,late Roman ware,beaker,Rhineland / Tongeren region (Belgium),200,350,certain,Vanvinckenroye 1991
